id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,icao_code,iata_code,gps_code,local_code,home_link,wikipedia_link,keywords
4983,NTGA,medium_airport,Anaa Airport,-17.3526,-145.509995,10,OC,PF,PF-U-A,Anaa,yes,NTGA,AAA,NTGA,,,https://en.wikipedia.org/wiki/Anaa_Airport,
27342,YARY,small_airport,Arrabury Airport,-26.69639,141.048718,334,OC,AU,AU-QLD,Tanbar,no,YARY,AAB,YARY,,,https://en.wikipedia.org/wiki/Arrabury_Airport,
3176,HEAR,large_airport,El Arish International Airport,31.055324,33.827964,118,AS,EG,EG-SIN,El Arish,yes,HEAR,AAC,HEAR,,,https://en.wikipedia.org/wiki/El_Arish_International_Airport,
324756,AAD,small_airport,Adado Airport,6.095802,46.6375,1001,AF,SO,SO-GA,Adado,no,HCAD,AAD,HCAD,,,https://en.wikipedia.org/wiki/Adado_Airport,Cadaado Airport
2060,DABB,large_airport,Annaba Rabah Bitat Airport,36.826781,7.81334,16,AF,DZ,DZ-23,Annaba,yes,DABB,AAE,DABB,,,https://en.wikipedia.org/wiki/Rabah_Bitat_Airport,"Les Salines Airport, El Mellah Airport, Annabah"
19224,KAAF,small_airport,Apalachicola Regional Airport,29.727501,-85.027496,20,NA,US,US-FL,Apalachicola,no,KAAF,AAF,KAAF,AAF,,https://en.wikipedia.org/wiki/Apalachicola_Municipal_Airport,"AQQ, KAQQ"
28490,EDKA,small_airport,Aachen-Merzbrück Airport,50.823055,6.186389,623,EU,DE,DE-NW,Aachen,no,EDKA,AAH,EDKA,,https://www.flugplatz-aachen.de,https://en.wikipedia.org/wiki/Aachen_Merzbr%C3%BCck_Airfield,"EDCM, ETBA, Flugplatz Aachen Merzbrück, Segelflug Aachen, Motorflug Aachen"
38046,BR-2149,small_airport,Arraias Airport,-13.025154,-46.884107,1923,SA,BR,BR-TO,Arraias,no,,AAI,,,,https://en.wikipedia.org/wiki/Arraias_Airport,SWRA
30606,SMCA,small_airport,Cayana Airstrip,3.898681,-55.577907,360,SA,SR,SR-SI,Awaradam,no,SMCA,AAJ,SMCA,,,https://en.wikipedia.org/wiki/Cayana_Airstrip,"Kajana, Cajana"
30607,NGUK,small_airport,Aranuka Airport,0.185278,173.636993,6,OC,KI,KI-G,Buariki,yes,NGUK,AAK,NGUK,,,https://en.wikipedia.org/wiki/Aranuka_Airport,Tarawa
2562,EKYT,large_airport,Aalborg Airport,57.094763,9.84993,10,EU,DK,DK-81,Aalborg,yes,EKYT,AAL,EKYT,,http://www.aal.dk,https://en.wikipedia.org/wiki/Aalborg_Airport,
2808,FAMD,medium_airport,Malamala Airport,-24.816866,31.544085,1124,AF,ZA,ZA-MP,Malamala,no,FAMD,AAM,FAMD,,,https://en.wikipedia.org/wiki/Mala_Mala_Airport,
5230,OMAL,large_airport,Al Ain International Airport,24.2617,55.6092,869,AS,AE,AE-AZ,Al Ain,yes,OMAL,AAN,OMAL,,,https://en.wikipedia.org/wiki/Al_Ain_International_Airport,
6251,SVAN,medium_airport,Anaco Airport,9.430225,-64.470726,721,SA,VE,VE-B,Anaco,no,SVAN,AAO,SVAN,,,https://en.wikipedia.org/wiki/Anaco_Airport,
26763,WALS,medium_airport,Aji Pangeran Tumenggung Pranoto International Airport,-0.374478,117.250128,82,AS,ID,ID-KI,Samarinda,yes,WALS,AAP,WALS,,,https://en.wikipedia.org/wiki/Aji_Pangeran_Tumenggung_Pranoto_International_Airport,Sungai Siring Airport
6511,URKA,medium_airport,Anapa Vityazevo Airport,45.002102,37.347301,174,EU,RU,RU-KDA,Krasnyi Kurgan,yes,URKA,AAQ,URKA,,https://www.aaqaero.ru/en/,https://en.wikipedia.org/wiki/Anapa_Airport,Vityazevo Airport
2540,EKAH,large_airport,Aarhus Airport,56.303331,10.618286,82,EU,DK,DK-82,Aarhus,yes,EKAH,AAR,EKAH,,http://www.aar.dk/,https://en.wikipedia.org/wiki/Aarhus_Airport,Tirstrup
41361,ID-AAS,small_airport,Apalapsili Airport,-3.882495,139.310932,3100,AS,ID,ID-PP,Apalapsili,no,,AAS,WAVR,APA,,https://en.wikipedia.org/wiki/Apalapsili_Airport,
44191,ZWAT,medium_airport,Altay Xuedu Airport,47.749886,88.085808,2460,AS,CN,CN-65,Altay,yes,ZWAT,AAT,ZWAT,,,https://en.wikipedia.org/wiki/Altay_Xuedu_Airport,Altay Air Base
30608,NSAU,small_airport,Asau Airport,-13.505132,-172.627888,,OC,WS,WS-VS,Asau,no,NSAU,AAU,NSAU,,,https://en.wikipedia.org/wiki/Asau_Airport,
5694,RPMA,medium_airport,Allah Valley Airport,6.367903,124.752431,659,AS,PH,PH-SCO,Surallah,no,RPMA,AAV,RPMA,,,https://en.wikipedia.org/wiki/Allah_Valley_Airport,Alah Valley Airport
5866,SBAX,medium_airport,Romeu Zema Airport,-19.5632,-46.9604,3276,SA,BR,BR-MG,Araxá,yes,SBAX,AAX,SBAX,MG0008,,https://en.wikipedia.org/wiki/Arax%C3%A1_Airport,
5315,OYGD,medium_airport,Al Ghaydah International Airport,16.193341,52.174186,134,AS,YE,YE-MR,Al Ghaydah,yes,OYGD,AAY,OYGD,,,https://en.wikipedia.org/wiki/Al_Ghaydah_Airport,
30610,MGQZ,small_airport,Quezaltenango Airport,14.8656,-91.501999,7779,NA,GT,GT-QZ,Quezaltenango,yes,MGQZ,AAZ,MGQZ,,,https://en.wikipedia.org/wiki/Quetzaltenango_Airport,"Los Altos Airport, Xelajú , Xela"
6503,UNAA,large_airport,Abakan International Airport,53.740002,91.385002,831,AS,RU,RU-KK,Abakan,yes,UNAA,ABA,UNAA,,,https://en.wikipedia.org/wiki/Abakan_International_Airport,"УНАА, Абакан"
300781,DNAS,large_airport,Asaba International Airport,6.204167,6.665278,305,AF,NG,NG-DE,Asaba,yes,DNAS,ABB,DNAS,,,https://en.wikipedia.org/wiki/Asaba_International_Airport,Onitsha
3996,LEAB,medium_airport,Albacete Airport / Los Llanos Air Base,38.948502,-1.86352,2302,EU,ES,ES-CM,Albacete,no,LEAB,ABC,LEAB,,https://www.aena.es/en/albacete.html,https://en.wikipedia.org/wiki/Albacete_Airport,
5130,OIAA,large_airport,Abadan Ayatollah Jami International Airport,30.367887,48.230075,10,AS,IR,IR-06,Abadan,yes,OIAA,ABD,OIAA,,,https://en.wikipedia.org/wiki/Abadan_Airport,"Abadan Airport, فرودگاه بین‌المللی آبادان"
3356,KABE,medium_airport,Lehigh Valley International Airport,40.651773,-75.442797,393,NA,US,US-PA,Allentown/Bethlehem,yes,KABE,ABE,KABE,ABE,https://flyabe.com,https://en.wikipedia.org/wiki/Lehigh_Valley_International_Airport,Allentown–Bethlehem–Easton International Airport
30611,NGAB,small_airport,Abaiang Airport,1.79861,173.041,26,OC,KI,KI-G,Abaiang,no,NGAB,ABF,NGAB,,,https://en.wikipedia.org/wiki/Abaiang_Airport,
27311,YABI,small_airport,Abingdon Downs Airport,-17.608814,143.183531,573,OC,AU,AU-QLD,Abingdon Downs,no,YABI,ABG,YABI,,,https://en.wikipedia.org/wiki/Abingdon_Airport,
507525,YAPH,small_airport,Alpha Airport,-23.652849,146.582668,1255,OC,AU,AU-QLD,Alpha,no,YAPH,ABH,YAPH,,,https://en.wikipedia.org/wiki/Alpha_Airport,
3357,KABI,medium_airport,Abilene Regional Airport,32.4113006592,-99.6819000244,1791,NA,US,US-TX,Abilene,yes,KABI,ABI,KABI,ABI,,https://en.wikipedia.org/wiki/Abilene_Regional_Airport,
2096,DIAP,large_airport,Félix-Houphouët-Boigny International Airport,5.26139,-3.92629,21,AF,CI,CI-AB,Abidjan,yes,DIAP,ABJ,DIAP,,,https://en.wikipedia.org/wiki/F%C3%A9lix-Houphou%C3%ABt-Boigny_International_Airport,Port Bouët
30612,HAKD,medium_airport,Kebri Dahar Airport,6.732577,44.241339,1800,AF,ET,ET-SO,Kebri Dahar,yes,HAKD,ABK,HAKD,,,https://en.wikipedia.org/wiki/Kabri_Dar_Airport,Kabri Dar
5363,PAFM,medium_airport,Ambler Airport,67.105529,-157.855339,334,NA,US,US-AK,Ambler,yes,PAFM,ABL,PAFM,AFM,,https://en.wikipedia.org/wiki/Ambler_Airport,Z60
26898,YNPE,small_airport,Northern Peninsula Airport,-10.946194,142.455081,34,OC,AU,AU-QLD,Bamaga,yes,YNPE,ABM,YNPE,,http://www.nparc.qld.gov.au/airport,https://en.wikipedia.org/wiki/Northern_Peninsula_Airport,"YBAM, Bamaga Airport, Bamaga Injinoo Airport, Somerset"
41505,SMBN,small_airport,Albina Airport,5.51272,-54.050098,19,SA,SR,SR-MA,Albina,no,SMBN,ABN,SMBN,,,https://en.wikipedia.org/wiki/Albina_Airstrip,
323785,DIAO,small_airport,Aboisso Airport,5.461944,-3.234722,95,AF,CI,CI-CM,Aboisso,no,DIAO,ABO,DIAO,,,https://en.wikipedia.org/wiki/Aboisso_Airport,
301645,ABP,small_airport,Atkamba Airport,-6.06462,141.095173,150,OC,PG,PG-WPD,Atkamba Mission,no,,ABP,,AKA,,https://en.wikipedia.org/wiki/Atkamba_Airport,
16091,KABQ,large_airport,Albuquerque International Sunport,35.039976,-106.608925,5355,NA,US,US-NM,Albuquerque,yes,KABQ,ABQ,KABQ,ABQ,http://www.abqsunport.com/,https://en.wikipedia.org/wiki/Albuquerque_International_Sunport,
3358,KABR,medium_airport,Aberdeen Regional Airport,45.4491004943848,-98.4217987060547,1302,NA,US,US-SD,Aberdeen,yes,KABR,ABR,KABR,ABR,,https://en.wikipedia.org/wiki/Aberdeen_Regional_Airport,
3181,HEBL,medium_airport,Abu Simbel Airport,22.375924,31.611734,614,AF,EG,EG-ASN,Abu Simbel,yes,HEBL,ABS,HEBL,,,https://en.wikipedia.org/wiki/Abu_Simbel_Airport,
5084,OEBA,medium_airport,King Saud Bin Abdulaziz (Al Baha) Airport,20.298506,41.636153,5486,AS,SA,SA-11,Al-Baha,yes,OEBA,ABT,OEBA,,,https://en.wikipedia.org/wiki/Al-Baha_Domestic_Airport,Al-Aqiq
41475,WATA,small_airport,AA Bere Tallo (Haliwen) Airport,-9.074841,124.903285,1027,AS,ID,ID-NT,Atambua,yes,WATA,ABU,WATA,,,https://en.wikipedia.org/wiki/Haliwen_Airport,WRKA
2104,DNAA,large_airport,Nnamdi Azikiwe International Airport,9.00679,7.26317,1123,AF,NG,NG-FC,Abuja,yes,DNAA,ABV,DNAA,,http://www.faannigeria.org/nigeria-airport.php?airport=3,https://en.wikipedia.org/wiki/Nnamdi_Azikiwe_International_Airport,
27044,YMAY,medium_airport,Albury Airport,-36.066758,146.959148,539,OC,AU,AU-NSW,East Albury,yes,YMAY,ABX,YMAY,,,https://en.wikipedia.org/wiki/Albury_Airport,
3359,KABY,medium_airport,Southwest Georgia Regional Airport,31.532946,-84.196215,197,NA,US,US-GA,Albany,yes,KABY,ABY,KABY,ABY,,https://en.wikipedia.org/wiki/Southwest_Georgia_Regional_Airport,
2459,EGPD,large_airport,Aberdeen International Airport,57.2019,-2.19778,215,EU,GB,GB-SCT,Aberdeen,yes,EGPD,ABZ,EGPD,,http://www.aberdeenairport.com/,https://en.wikipedia.org/wiki/Aberdeen_Airport,Dyce
4688,MMAA,large_airport,General Juan N. Álvarez International Airport,16.757126,-99.753113,16,NA,MX,MX-GRO,Acapulco,yes,MMAA,ACA,MMAA,,https://www.oma.aero/es/pasajeros/acapulco/,https://en.wikipedia.org/wiki/Acapulco_International_Airport,Acapulco International Airport
19228,KACB,small_airport,Antrim County Airport,44.988602,-85.198402,623,NA,US,US-MI,Bellaire,no,KACB,ACB,KACB,ACB,,https://en.wikipedia.org/wiki/Antrim_County_Airport,
2090,DGAA,large_airport,Kotoka International Airport,5.60518980026245,-0.166786000132561,205,AF,GH,GH-AA,Accra,yes,DGAA,ACC,DGAA,,,https://en.wikipedia.org/wiki/Kotoka_International_Airport,
30613,SKAD,small_airport,Alcides Fernández Airport,8.497847,-77.274106,50,SA,CO,CO-CHO,Acandí,no,SKAD,ACD,SKAD,ACD,,https://en.wikipedia.org/wiki/Alcides_Fern%C3%A1ndez_Airport,
3082,GCRR,large_airport,César Manrique-Lanzarote Airport,28.945499,-13.6052,46,AF,ES,ES-CN,San Bartolomé,yes,GCRR,ACE,GCRR,,https://www.lanzaroteairport.info/barrier-free-disability-assistance-service/,https://en.wikipedia.org/wiki/Lanzarote_Airport,Arrecife Airport
354654,ZWAL,small_airport,Aral Tarim Airport,40.434748,81.26206,,AS,CN,CN-65,Aral,yes,ZWAL,ACF,ZWAL,,,https://en.wikipedia.org/wiki/Aral_Talim_Airport,
4506,LSZR,medium_airport,Sankt Gallen Altenrhein Airport,47.485001,9.56077,1306,EU,CH,CH-SG,St. Gallen,yes,LSZR,ACH,LSZR,,https://www.peoples.ch/lszr,https://en.wikipedia.org/wiki/St._Gallen-Altenrhein_Airport,
2424,EGJA,medium_airport,Alderney Airport,49.706104,-2.21472,290,EU,GG,GG-A,Saint Anne,yes,EGJA,ACI,EGJA,,,https://en.wikipedia.org/wiki/Alderney_Airport,"The Blaye, Channel Islands"
26464,VCCA,medium_airport,Anuradhapura Airport,8.301542,80.42848,324,AS,LK,LK-7,Anuradhapura,no,VCCA,ACJ,VCCA,,,https://en.wikipedia.org/wiki/Anuradhapura_Airport,SLAF Anuradhapura
3360,KACK,medium_airport,Nantucket Memorial Airport,41.25310135,-70.06020355,47,NA,US,US-MA,Nantucket,yes,KACK,ACK,KACK,ACK,,https://en.wikipedia.org/wiki/Nantucket_Memorial_Airport,
41025,ACM,small_airport,Arica Airport,-2.143713,-71.75935,316,SA,CO,CO-AMA,Arica,no,,ACM,,,,https://en.wikipedia.org/wiki/Arica_Airport_(Colombia),
43060,MMCC,medium_airport,Ciudad Acuña International Airport,29.333662,-101.100555,1410,NA,MX,MX-COA,Ciudad Acuña,no,MMCC,ACN,MMCC,EFN,,https://en.wikipedia.org/wiki/Ciudad_Acu%C3%B1a_International_Airport,
519426,CR-0006,small_airport,Cóbano Airport,9.693365,-85.091216,502,NA,CR,CR-P,Cóbano,no,,ACO,MRAF,,https://www.cobanoairport.com/,,
5201,OITM,small_airport,Sahand Airport,37.3479995727539,46.1278991699219,4396,AS,IR,IR-03,Maragheh,no,OITM,ACP,OITM,,,https://en.wikipedia.org/wiki/Sahand_Airport,Maragheh Highway Strip
30615,SKAC,small_airport,Araracuara Airport,-0.600854,-72.398011,1250,SA,CO,CO-CAQ,Araracuara,no,SKAC,ACR,SKAC,ACR,,https://en.wikipedia.org/wiki/Araracuara_Airport,
30616,UNKS,medium_airport,Achinsk Airport,56.269185,90.57511,1033,AS,RU,RU-KYA,Achinsk,no,UNKS,ACS,UNKS,,,https://en.wikipedia.org/wiki/Achinsk_Airport,УНКС
3361,KACT,medium_airport,Waco Regional Airport,31.6112995147705,-97.2304992675781,516,NA,US,US-TX,Waco,yes,KACT,ACT,KACT,ACT,,https://en.wikipedia.org/wiki/Waco_Regional_Airport,
42182,PA-0001,small_airport,Achutupu Airport,9.188481,-77.994153,10,NA,PA,PA-GY,Mamitupu,no,,ACU,MPAC,,,https://en.wikipedia.org/wiki/Achutupo_Airport,Achutupo
3362,KACV,medium_airport,California Redwood Coast-Humboldt County Airport,40.978101,-124.109,221,NA,US,US-CA,Arcata/Eureka,yes,KACV,ACV,KACV,ACV,https://flyacv.com,https://en.wikipedia.org/wiki/Arcata-Eureka_Airport,"Arcata Airport, Arcata–Eureka Airport"
301647,ZUYI,medium_airport,Xingyi Wanfenglin Airport,25.083423,104.960804,4150,AS,CN,CN-52,Xingyi,yes,ZUYI,ACX,ZUYI,,,https://en.wikipedia.org/wiki/Xingyi_Wanfenglin_Airport,
3363,KACY,medium_airport,Atlantic City International Airport,39.456201,-74.577511,75,NA,US,US-NJ,Atlantic City,yes,KACY,ACY,KACY,ACY,https://acairport.com,https://en.wikipedia.org/wiki/Atlantic_City_International_Airport,
5207,OIZB,medium_airport,Zabol Airport,31.098301,61.5439,1628,AS,IR,IR-11,Zabol,no,OIZB,ACZ,OIZB,,,https://en.wikipedia.org/wiki/Zabol_Airport,
4512,LTAF,large_airport,Adana Şakirpaşa Airport,36.982201,35.280399,65,AS,TR,TR-01,Seyhan,yes,LTAF,ADA,LTAF,,https://dhmi.gov.tr/sayfalar/havalimani/adana/anasayfa.aspx,https://en.wikipedia.org/wiki/Adana_%C5%9Eakirpa%C5%9Fa_Airport,"Şakirpaşa, Sakirpasa"
4533,LTBJ,large_airport,Adnan Menderes International Airport,38.2924,27.157,412,AS,TR,TR-35,Gaziemir,yes,LTBJ,ADB,LTBJ,,http://www.adnanmenderesairport.com,https://en.wikipedia.org/wiki/Adnan_Menderes_Airport,İzmir
301695,AYAN,small_airport,Andakombe Airport,-7.13722222222,145.744722222,3600,OC,PG,PG-EHG,Andekombe,no,AYAN,ADC,AYAN,ADK,,https://en.wikipedia.org/wiki/Andakombe_Airport,
3157,HAAB,large_airport,Addis Ababa Bole International Airport,8.97789,38.799301,7630,AF,ET,ET-AA,Addis Ababa,yes,HAAB,ADD,HAAB,,http://www.ethiopianairports.com,https://en.wikipedia.org/wiki/Addis_Ababa_Bole_International_Airport,"Haile Selassie I, Bole International Airport"
5311,OYAA,large_airport,Aden International Airport,12.829564,45.029976,7,AS,YE,YE-AD,Aden,yes,OYAA,ADE,OYAA,,,https://en.wikipedia.org/wiki/Aden_International_Airport,RAF Khormaksar
4561,LTCP,medium_airport,Adıyaman Airport,37.7314,38.468899,2216,AS,TR,TR-02,Adıyaman,yes,LTCP,ADF,LTCP,,,https://en.wikipedia.org/wiki/Ad%C4%B1yaman_Airport,
19234,KADG,small_airport,Lenawee County Airport,41.866205,-84.077983,798,NA,US,US-MI,Adrian,no,KADG,ADG,KADG,ADG,,https://en.wikipedia.org/wiki/Lenawee_County_Airport,
30617,UEEA,small_airport,Aldan Airport,58.6027984619141,125.408996582031,2241,AS,RU,RU-SA,Aldan,no,UEEA,ADH,UEEA,,,https://en.wikipedia.org/wiki/Aldan_Airport,
3024,FYAR,medium_airport,Arandis Airport,-22.461875,14.979322,1905,AF,NA,NA-ER,Arandis,no,FYAR,ADI,FYAR,,,https://en.wikipedia.org/wiki/Arandis_Airport,
5213,OJAM,large_airport,Marka International (Amman Civil) Airport,31.9727,35.9916,2555,AS,JO,JO-AM,Amman,yes,OJAM,ADJ,OJAM,,https://jac.jo,https://en.wikipedia.org/wiki/Amman_Civil_Airport,"King Abdullah Air Base, Amman Civil Airport, Amman City Airport, Marka International Airport"
16092,PADK,medium_airport,Adak Airport,51.883564,-176.642783,18,NA,US,US-AK,Adak,yes,PADK,ADK,PADK,ADK,,https://en.wikipedia.org/wiki/Adak_Airport,
27096,YPAD,large_airport,Adelaide International Airport,-34.947512,138.533393,20,OC,AU,AU-SA,Adelaide,yes,YPAD,ADL,YPAD,,,https://en.wikipedia.org/wiki/Adelaide_Airport,
19236,KADM,small_airport,Ardmore Municipal Airport,34.30301,-97.0196342,777,NA,US,US-OK,Ardmore,no,KADM,ADM,KADM,ADM,,https://en.wikipedia.org/wiki/Ardmore_Municipal_Airport,
27326,YAMK,small_airport,Andamooka Airport,-30.438299,137.136993,76,OC,AU,AU-SA,Andamooka,no,YAMK,ADO,YAMK,,,https://en.wikipedia.org/wiki/Andamooka_Airport,
26467,VCCG,medium_airport,Ampara Airport,7.336745,81.623869,150,AS,LK,LK-5,Ampara,no,VCCG,ADP,VCCG,,,https://en.wikipedia.org/wiki/Amparai_Airport,"GOY, Gal Oya Airport"
5353,PADQ,medium_airport,Kodiak Airport,57.75,-152.4940033,78,NA,US,US-AK,Kodiak,yes,PADQ,ADQ,PADQ,ADQ,,https://en.wikipedia.org/wiki/Kodiak_Airport,
20828,KPHH,small_airport,Robert F Swinnie Airport,33.4516983032,-79.5261993408,26,NA,US,US-SC,Andrews,no,KPHH,ADR,KPHH,PHH,,https://en.wikipedia.org/wiki/Robert_F._Swinnie_Airport,
19237,KADS,small_airport,Addison Airport,32.9686012268,-96.8364028931,644,NA,US,US-TX,Dallas,no,KADS,ADS,KADS,ADS,,https://en.wikipedia.org/wiki/Addison_Airport,
19235,KADH,medium_airport,Ada Regional Airport,34.805214,-96.671988,1016,NA,US,US-OK,Ada,no,KADH,ADT,KADH,ADH,,https://en.wikipedia.org/wiki/Ada_Municipal_Airport,Ada Municipal
5200,OITL,medium_airport,Ardabil Airport,38.3256988525,48.4244003296,4315,AS,IR,IR-24,Ardabil,yes,OITL,ADU,OITL,,,https://en.wikipedia.org/wiki/Ardabil_Airport,
309426,ADV,small_airport,El Daein Airport,11.4023,26.1186,1560,AF,SD,SD-DE,El Daein,no,,ADV,,,,https://en.wikipedia.org/wiki/Ed_Daein_Airport,
3364,KADW,medium_airport,Joint Base Andrews,38.810799,-76.866997,280,NA,US,US-MD,Camp Springs,no,KADW,ADW,KADW,ADW,http://www.jba.af.mil/,https://en.wikipedia.org/wiki/Joint_Base_Andrews,Andrews Air Force Base
2471,EGQL,medium_airport,Leuchars Station Airfield,56.37398,-2.868862,38,EU,GB,GB-SCT,"Leuchars, Fife",no,EGQL,ADX,EGQL,,,https://en.wikipedia.org/wiki/Leuchars_Station,
2769,FAAL,small_airport,Alldays Airport,-22.679001,29.0555,2600,AF,ZA,ZA-NP,Alldays,no,FAAL,ADY,FAAL,,,https://en.wikipedia.org/wiki/Alldays_Airport,
6163,SKSP,large_airport,Gustavo Rojas Pinilla International Airport,12.5836,-81.7112,19,NA,CO,CO-SAP,San Andrés,yes,SKSP,ADZ,SKSP,ADZ,,https://en.wikipedia.org/wiki/Gustavo_Rojas_Pinilla_International_Airport,
30619,NGTB,small_airport,Abemama Airport,0.490759,173.830287,8,OC,KI,KI-G,Abemama,no,NGTB,AEA,NGTB,,,https://en.wikipedia.org/wiki/Abemama_Airport,
44160,ZGBS,medium_airport,Baise (Bose) Bama Airport,23.7206,106.959999,490,AS,CN,CN-45,Baise (Tianyang),yes,ZGBS,AEB,ZGBS,,,https://en.wikipedia.org/wiki/Baise_Youjiang_Airport,"Tian Yang Air Base, Bose airport, 百色右江机场"
300307,AEE,small_airport,Adareil Airport,10.053611,32.959444,1301,AF,SS,SS-NU,Adar,no,,AEE,HJAR,,,https://en.wikipedia.org/wiki/Adareil_Airport,
26837,WIME,medium_airport,Aek Godang Airport,1.4001,99.430496,922,AS,ID,ID-SU,Padang Sidempuan,no,WIME,AEG,WIME,,,https://en.wikipedia.org/wiki/Aek_Godang_Airport,
2996,FTTC,medium_airport,Abeche Airport,13.847,20.844299,1788,AF,TD,TD-OD,Abeche,yes,FTTC,AEH,FTTC,,,https://en.wikipedia.org/wiki/Ab%C3%A9ch%C3%A9_Airport,
299319,AYAX,small_airport,Aseki Airport,-7.350805,146.193994,4106,OC,PG,PG-MPL,Aseki,no,AYAX,AEK,AYAX,ASE,,https://en.wikipedia.org/wiki/Aseki_Airport,
19244,KAEL,small_airport,Albert Lea Municipal Airport,43.68149948,-93.36720276,1260,NA,US,US-MN,Albert Lea,no,KAEL,AEL,KAEL,AEL,,https://en.wikipedia.org/wiki/Albert_Lea_Municipal_Airport,
326733,UHTG,small_airport,Amgu Airport,45.84126,137.673568,10,AS,RU,RU-PRI,Amgu,no,UHTG,AEM,UHTG,,,https://en.wikipedia.org/wiki/Amgu_Airport,"Амгу, УХТГ"
3130,GQNA,small_airport,Aioun el Atrouss Airport,16.7112998962402,-9.63788032531738,951,AF,MR,MR-02,Aioun El Atrouss,no,GQNA,AEO,GQNA,,,https://en.wikipedia.org/wiki/Aioun_el_Atrouss_Airport,
5771,SABE,large_airport,Aeroparque Jorge Newbery,-34.559419,-58.415536,18,SA,AR,AR-C,Buenos Aires,yes,SABE,AEP,SABE,AER,https://www.aeropuertosargentina.com/es/AEP,https://en.wikipedia.org/wiki/Aeroparque_Jorge_Newbery,
330359,AEQ,small_airport,Ar Horqin Airport,43.908407,120.15099,1335,AS,CN,CN-15,Chifeng,no,,AEQ,,,,https://en.wikipedia.org/wiki/Ar_Horqin_Airport,
6519,URSS,large_airport,Sochi International Airport,43.449902,39.9566,89,EU,RU,RU-KDA,Sochi,yes,URSS,AER,URSS,,https://aer.aero/en,https://en.wikipedia.org/wiki/Sochi_International_Airport,"Adler Airport, Black Sea, Международный Аэропорт Сочи"
2564,ENAL,large_airport,Ålesund Airport,62.560443,6.110845,69,EU,NO,NO-15,Ålesund,yes,ENAL,AES,ENAL,,https://www.avinor.no/airport/alesund/,https://en.wikipedia.org/wiki/%C3%85lesund_Airport%2C_Vigra,"Vigra, Ålesund Vigra Airport"
13176,PFAL,small_airport,Allakaket Airport,66.551804,-152.621994,441,NA,US,US-AK,Allakaket,yes,PFAL,AET,PFAL,6A8,,https://en.wikipedia.org/wiki/Allakaket_Airport,
5138,OIBA,medium_airport,Abu Musa Island Airport,25.8757,55.033001,23,AS,IR,IR-22,Abu Musa,yes,OIBA,AEU,OIBA,,,https://en.wikipedia.org/wiki/Abu_Musa_Airport,
3365,KAEX,medium_airport,Alexandria International Airport,31.325828,-92.546702,89,NA,US,US-LA,Alexandria,yes,KAEX,AEX,KAEX,AEX,https://www.alexandria-louisiana.com/alexandria-international-airport.htm,https://en.wikipedia.org/wiki/Alexandria_International_Airport_(Louisiana),"England Air Park, England Air Force Base"
117,BIAR,large_airport,Akureyri International Airport,65.656573,-18.072018,6,EU,IS,IS-6,Akureyri,yes,BIAR,AEY,BIAR,,https://www.innanlandsflugvellir.is/en/akureyri-airport/,https://en.wikipedia.org/wiki/Akureyri_Airport,
5788,SAMR,medium_airport,Suboficial Ay Santiago Germano Airport,-34.588299,-68.4039,2470,SA,AR,AR-M,San Rafael,yes,SAMR,AFA,SAMR,SRA,,https://en.wikipedia.org/wiki/San_Rafael_Airport_(Argentina),
27290,FAPA,small_airport,Port Alfred Airport,-33.555057,26.881656,275,AF,ZA,ZA-EC,Port Alfred,no,FAPA,AFD,FAPA,,,https://en.wikipedia.org/wiki/Port_Alfred_Airport,"Port Alfred Aerodrome, Port Alfred Airfield"
19245,KAFF,small_airport,USAF Academy Airfield,38.972497,-104.821125,6572,NA,US,US-CO,Colorado Springs,no,KAFF,AFF,KAFF,AFF,,https://en.wikipedia.org/wiki/United_States_Air_Force_Academy_Airfield,
30620,SKAM,small_airport,Amalfi Airport,6.895033,-75.047334,5507,SA,CO,CO-ANT,Amalfi,no,SKAM,AFI,SKAM,AFI,,https://en.wikipedia.org/wiki/Amalfi_Airport_(Colombia),
309041,AFK,seaplane_base,Kondavattavana Tank Seaplane Base,7.284,81.644,95,AS,LK,LK-5,Ampara,no,,AFK,,,,,
5864,SBAT,medium_airport,Piloto Osvaldo Marques Dias Airport,-9.866389,-56.106298,948,SA,BR,BR-MT,Alta Floresta,yes,SBAT,AFL,SBAT,MT0003,,https://en.wikipedia.org/wiki/Alta_Floresta_Airport,
19248,KAFN,small_airport,Jaffrey Airfield Silver Ranch Airport,42.805099,-72.002998,1040,NA,US,US-NH,Jaffrey,no,KAFN,AFN,KAFN,AFN,http://silverranchairpark.com/,https://en.wikipedia.org/wiki/Jaffrey_Airport_%E2%80%93_Silver_Ranch_Airpark,
19249,KAFO,small_airport,Afton Municipal Airport,42.7112007141,-110.942001343,6221,NA,US,US-WY,Afton,no,KAFO,AFO,KAFO,AFO,http://www.aftonairpark.com/,https://en.wikipedia.org/wiki/Afton_Municipal_Airport,
301665,AYAF,small_airport,Afore Airstrip,-9.13867,148.390701,2500,OC,PG,PG-NPP,Afore,no,AYAF,AFR,AYAF,AFE,,https://en.wikipedia.org/wiki/Afore_Airstrip,
